Type	Kimura	Genome_percent
LTR/Gypsy	15	0.0513648333333
LTR/Copia	15	0.00435858333333
RC/Helitron	15	0.0205831666667
DNA/Transib	15	9.9e-05
DNA/TcMar	15	0.0239099166667
DNA/Sola	15	0.00190225
DNA/PiggyBac	15	0.000369916666667
DNA/P	15	0.000224166666667
DNA	15	0.051852
DNA/Maverick	15	0.299130583333
DNA/Kolobok	15	0.000200083333333
DNA/hAT	15	0.158002583333
DNA/Harbinger	15	0.00579891666667
DNA/Ginger	15	0
DNA/Academ	15	0.00350033333333
Other	15	0.0375233333333
SINE	16	0.0118968333333
LINE/R2	16	0.0436120833333
LINE/Jockey-I	16	0.01571725
LINE/R1	16	0.00137983333333
LINE/LOA	16	0
LINE/L2	16	0.00132283333333
LINE/CR1	16	0.00501166666667
LINE/RTE	16	0.17205725
LINE	16	0.0128525833333
LINE/L1	16	0
LTR	16	0.00766483333333
LTR/Gypsy	16	0.0436880833333
LTR/Copia	16	0.00384533333333
RC/Helitron	16	0.02245275
DNA/Transib	16	7.21666666667e-05
DNA/TcMar	16	0.0208934166667
DNA/Sola	16	0.00140533333333
DNA/PiggyBac	16	0.00019575
DNA/P	16	0.000193416666667
DNA	16	0.0466065833333
DNA/Maverick	16	0.30756525
DNA/Kolobok	16	0.000318666666667
DNA/hAT	16	0.159072
DNA/Harbinger	16	0.006998
DNA/Ginger	16	0
DNA/Academ	16	0.00399475
Other	16	0.0430498333333
SINE	17	0.0123624166667
LINE/R2	17	0.029884
LINE/Jockey-I	17	0.0148513333333
LINE/R1	17	0.00117141666667
LINE/LOA	17	1.03333333333e-05
LINE/L2	17	0.00159191666667
LINE/CR1	17	0.00440916666667
LINE/RTE	17	0.16427625
LINE	17	0.0119830833333
LINE/L1	17	0
LTR	17	0.0108545833333
LTR/Gypsy	17	0.0439596666667
LTR/Copia	17	0.00369941666667
RC/Helitron	17	0.0270706666667
DNA/Transib	17	0
DNA/TcMar	17	0.0195011666667
DNA/Sola	17	0.00094575
DNA/PiggyBac	17	0.000219083333333
DNA/P	17	7.4e-05
DNA	17	0.0439845
DNA/Maverick	17	0.317571166667
DNA/Kolobok	17	0.000225
DNA/hAT	17	0.14551575
DNA/Harbinger	17	0.00786191666667
DNA/Ginger	17	0
DNA/Academ	17	0.00320625
Other	17	0.0496629166667
SINE	18	0.0144205833333
LINE/R2	18	0.023437
LINE/Jockey-I	18	0.0163444166667
LINE/R1	18	0.00217491666667
LINE/LOA	18	0
LINE/L2	18	0.000919166666667
LINE/CR1	18	0.00403716666667
LINE/RTE	18	0.151335583333
LINE	18	0.0116058333333
LINE/L1	18	0
LTR	18	0.0101600833333
LTR/Gypsy	18	0.0479944166667
LTR/Copia	18	0.00310291666667
RC/Helitron	18	0.027705
DNA/Transib	18	1.76666666667e-05
DNA/TcMar	18	0.0164248333333
DNA/Sola	18	0.00114675
DNA/PiggyBac	18	0.00026075
DNA/P	18	0.00024425
DNA	18	0.0433346666667
DNA/Maverick	18	0.300655166667
DNA/Kolobok	18	0.000339583333333
DNA/hAT	18	0.133850833333
DNA/Harbinger	18	0.00945358333333
DNA/Ginger	18	0
DNA/Academ	18	0.00282841666667
Other	18	0.054289
SINE	19	0.0171045833333
LINE/R2	19	0.0156689166667
LINE/Jockey-I	19	0.01261325
LINE/R1	19	0.00168241666667
LINE/LOA	19	2.41666666667e-06
LINE/L2	19	0.000669583333333
LINE/CR1	19	0.00476683333333
LINE/RTE	19	0.148646833333
LINE	19	0.0100608333333
LINE/L1	19	0
LTR	19	0.00891325
LTR/Gypsy	19	0.0494421666667
LTR/Copia	19	0.00322608333333
RC/Helitron	19	0.0273018333333
DNA/Transib	19	0
DNA/TcMar	19	0.017292
DNA/Sola	19	0.00077275
DNA/PiggyBac	19	0.000184916666667
DNA/P	19	7.3e-05
DNA	19	0.0418076666667
DNA/Maverick	19	0.290272416667
DNA/Kolobok	19	0.000195166666667
DNA/hAT	19	0.123102416667
DNA/Harbinger	19	0.00831675
DNA/Ginger	19	0
DNA/Academ	19	0.00246241666667
Other	19	0.0560415
SINE	20	0.0224448333333
LINE/R2	20	0.0111793333333
LINE/Jockey-I	20	0.0129836666667
LINE/R1	20	0.00164516666667
LINE/LOA	20	0
LINE/L2	20	0.00103725
LINE/CR1	20	0.00451766666667
LINE/RTE	20	0.124165166667
LINE	20	0.0100345833333
LINE/L1	20	0
LTR	20	0.00854208333333
LTR/Gypsy	20	0.0532099166667
LTR/Copia	20	0.0022185
RC/Helitron	20	0.0233099166667
DNA/Transib	20	0
DNA/TcMar	20	0.0183045
DNA/Sola	20	0.0008515
DNA/PiggyBac	20	0.000480583333333
DNA/P	20	0.00012675
DNA	20	0.0395059166667
DNA/Maverick	20	0.272495916667
DNA/Kolobok	20	0.000355833333333
DNA/hAT	20	0.11941425
DNA/Harbinger	20	0.00924575
DNA/Ginger	20	0
DNA/Academ	20	0.00256108333333
Other	20	0.0600741666667
SINE	21	0.0273855833333
LINE/R2	21	0.00929491666667
LINE/Jockey-I	21	0.0107706666667
LINE/R1	21	0.00165166666667
LINE/LOA	21	1.16666666667e-06
LINE/L2	21	0.0010465
LINE/CR1	21	0.00436033333333
LINE/RTE	21	0.10703875
LINE	21	0.008904
LINE/L1	21	0
LTR	21	0.00738
LTR/Gypsy	21	0.055739
LTR/Copia	21	0.00245933333333
RC/Helitron	21	0.0209954166667
DNA/Transib	21	0
DNA/TcMar	21	0.01709725
DNA/Sola	21	0.00095475
DNA/PiggyBac	21	0.000295833333333
DNA/P	21	7.14166666667e-05
DNA	21	0.0365034166667
DNA/Maverick	21	0.261562333333
DNA/Kolobok	21	0.000489916666667
DNA/hAT	21	0.109432583333
DNA/Harbinger	21	0.00800583333333
DNA/Ginger	21	0
DNA/Academ	21	0.00219575
Other	21	0.06727625
SINE	22	0.0336886666667
LINE/R2	22	0.00641141666667
LINE/Jockey-I	22	0.008178
LINE/R1	22	0.00269283333333
LINE/LOA	22	0
LINE/L2	22	0.0008545
LINE/CR1	22	0.004376
LINE/RTE	22	0.09174375
LINE	22	0.00711741666667
LINE/L1	22	0
LTR	22	0.00736583333333
LTR/Gypsy	22	0.0647040833333
LTR/Copia	22	0.00158833333333
RC/Helitron	22	0.0153090833333
DNA/Transib	22	0
DNA/TcMar	22	0.0158786666667
DNA/Sola	22	0.0008595
DNA/PiggyBac	22	0.000511
DNA/P	22	0.000213083333333
DNA	22	0.0368904166667
DNA/Maverick	22	0.24204225
DNA/Kolobok	22	0.000522916666667
DNA/hAT	22	0.099446
DNA/Harbinger	22	0.00749475
DNA/Ginger	22	0
DNA/Academ	22	0.00400633333333
Other	22	0.0749910833333
SINE	23	0.0365288333333
LINE/R2	23	0.00573841666667
LINE/Jockey-I	23	0.00804675
LINE/R1	23	0.00171108333333
LINE/LOA	23	0
LINE/L2	23	0.0002975
LINE/CR1	23	0.00456616666667
LINE/RTE	23	0.07920025
LINE	23	0.00654983333333
LINE/L1	23	0
LTR	23	0.00762183333333
LTR/Gypsy	23	0.07146025
LTR/Copia	23	0.00171391666667
RC/Helitron	23	0.0124021666667
DNA/Transib	23	0
DNA/TcMar	23	0.0140498333333
DNA/Sola	23	0.0006485
DNA/PiggyBac	23	0.00021125
DNA/P	23	0.00015925
DNA	23	0.03358
DNA/Maverick	23	0.2248455
DNA/Kolobok	23	0.000558333333333
DNA/hAT	23	0.093371
DNA/Harbinger	23	0.00777425
DNA/Ginger	23	0
DNA/Academ	23	0.00395766666667
Other	23	0.08182375
SINE	24	0.0351215833333
LINE/R2	24	0.00498116666667
LINE/Jockey-I	24	0.00809441666667
LINE/R1	24	0.00254191666667
LINE/LOA	24	0
